NAME	TITLE	SCORE	
AP006621.9		1.6401242	
ATP6V1C2		1.6394688	
AC110619.2		1.6348832	
PLEKHG5		1.634783	
DAB2IP		1.6308844	
SLC25A18		1.630585	
CD9		1.6234478	
ZNF20		1.6130949	
RHBDF1		1.6126698	
TP53AIP1		1.6121185	
HIGD1A		1.6120003	
SPPL3		1.6072607	
SLC51A		1.607231	
CCDC148		1.6062504	
TMEM246		1.6048123	
FAM157A		1.6042677	
ATP13A2		1.6031915	
NMUR2		1.6030651	
TENM4		1.6025668	
CCDC60		1.6018733	
ECHS1		1.6015065	
ZNF431		1.6003388	
HCAR1		1.5989609	
HAS3		1.598885	
TMPRSS11E		1.5921574	
CTD-2547H18.1		1.5908947	
EIF4EBP2		1.5836593	
RP1-90J20.12		1.5795236	
IVL		1.579441	
RP11-582J16.5		1.5786185	
HBEGF		1.577353	
TJP1		1.5761906	
UHRF1		1.5707906	
CHST9		1.5691551	
RAB11A		1.5645351	
ABLIM1		1.5634135	
RP11-783K16.13		1.5621818	
CMTM6		1.5601473	
CYP2C18		1.559952	
COL2A1		1.5592465	
SPRR3		1.5569983	
SH3PXD2A		1.5521061	
VSIG2		1.5516582	
SIPA1L1		1.5468448	
TCN1		1.543611	
FAM95B1		1.5414195	
PART1		1.5371429	
TMEM254		1.537104	
USP53		1.5364583	
FAM46B		1.53558	
EVPL		1.5354451	
STYK1		1.5348768	
LRBA		1.5326478	
GRHL3		1.5298874	
CCDC120		1.5295722	
SPINK5		1.5291519	
CAPN9		1.5265462	
PBRM1		1.5256174	
ITPKC		1.5250635	
CHTF18		1.5244948	
TGFA		1.5224001	
BTRC		1.5212616	
AC110619.1		1.5209808	
BCAT1		1.5206509	
SH3BGRL2		1.5204948	
SDC1		1.5193388	
PCDHGB6		1.5171572	
RP4-659J6.2		1.515935	
AC012318.3		1.5158404	
RAPGEFL1		1.5157335	
KLK6		1.5150509	
NIPAL4		1.5130817	
NTF4		1.512614	
RP1-37N7.1		1.5115875	
PPP5C		1.5113398	
UPK2		1.5107139	
TXNL1		1.5056077	
SPAG16		1.5053775	
SPATA18		1.5052766	
NDUFA8		1.5041006	
DHX29		1.5002862	
CAMK2G		1.4996969	
TMEM79		1.4975944	
INPP5A		1.4956157	
ZNF385A		1.4955812	
MAPKBP1		1.491804	
RP11-465B22.8		1.491059	
CEACAM3		1.4900606	
UGT2B7		1.4896822	
SOX15		1.4814525	
FLG		1.4767369	
NYNRIN		1.4713546	
TMEM154		1.4668548	
USP54		1.4665197	
KRT16P1		1.4665179	
FAM204A		1.4663635	
NSG1		1.4642156	
BPGM		1.4604838	
GTPBP8		1.4578971	
LINC00908		1.457779	
SH3RF1		1.4574339	
BTBD10		1.4573961	
PERP		1.4569184	
LIMK2		1.4539528	
CROT		1.4514751	
TTC39B		1.4514132	
CAPN5		1.4436997	
IDE		1.4434344	
DYRK1B		1.4430872	
U73166.2		1.440933	
USP46		1.4404528	
CLSTN1		1.4387492	
CADM4		1.4381822	
MARCH5		1.4361724	
DMRT2		1.4329513	
GSTA1		1.4296376	
CTC-524C5.2		1.4270438	
TSPAN14		1.4269626	
LINC00852		1.4202087	
SCEL		1.419742	
CDK2AP1		1.4194937	
POF1B		1.4188064	
UPK3B		1.4184012	
CDC25A		1.4151589	
RNF222		1.4127522	
ENTPD3		1.4115553	
C9orf3		1.4111624	
PITPNM1		1.4111011	
C19orf48		1.4097317	
ADRB1		1.4089128	
CDKN1A		1.407105	
DPCD		1.4040601	
PTPRZ1		1.4027513	
JHDM1D		1.40255	
H2AFY		1.4012997	
AP2S1		1.4004622	
WDR31		1.3992574	
ADAM15		1.3990649	
FXN		1.3984468	
CCAR1		1.3975984	
RAB36		1.396978	
RP11-29G8.3		1.3927414	
RET		1.3916514	
NIPAL1		1.3901951	
BMPR1A		1.3897965	
AMACR		1.3879042	
KRT15		1.3864698	
STRIP1		1.3861847	
SYPL1		1.3861076	
KIAA1324		1.386102	
DOCK6		1.385811	
LINC00519		1.3844317	
TAF9B		1.3838979	
PCNXL2		1.3835192	
SUMF1		1.3799548	
RAB3B		1.3788567	
E2F2		1.3774269	
GNA15		1.3769419	
C11orf70		1.375473	
PACSIN3		1.3740805	
CDH1		1.3730662	
RP11-7K24.3		1.3717287	
DTWD2		1.3696741	
PADI1		1.3695621	
GDPD3		1.3686247	
DGUOK-AS1		1.3684238	
RABGGTA		1.3665924	
CHMP4C		1.3622128	
LRRTM1		1.3620832	
PTCHD4		1.3613969	
SPRR1B		1.3611722	
SAMD15		1.361028	
TMEM62		1.3593112	
JUP		1.3569837	
XPA		1.3554255	
ALOXE3		1.3551675	
HIF1AN		1.3521966	
COL17A1		1.350807	
IKBKE		1.3465837	
VPS37B		1.3464483	
USP5		1.3452998	
GRHL1		1.3433614	
AC010761.8		1.3408842	
RP11-408H20.1		1.3393669	
ZNF503-AS2		1.3372222	
KRT16		1.3370092	
CDT1		1.334159	
AC009299.3		1.3324451	
DUOX2		1.3292718	
HDAC1		1.3273218	
ZNF185		1.3268363	
TMEM134		1.3262702	
KRBA1		1.3258287	
KRT23		1.3251674	
ZBED2		1.3243077	
CEACAM7		1.323407	
FZD3		1.3193604	
IL20RA		1.3152423	
MCM7		1.3148607	
FAM84A		1.3145175	
RP11-152F13.7		1.3138428	
CTD-2589H19.6		1.3131149	
RHBDL3		1.3127393	
ANXA9		1.3105525	
PLA2G4B		1.3102947	
NAPA		1.3087844	
SETD8		1.3083456	
CDH12		1.307881	
KLLN		1.3061401	
DPP3		1.3037665	
CHMP4BP1		1.3033915	
ZDHHC3		1.3030602	
FOXC1		1.3027552	
VEZT		1.3027172	
TSNAXIP1		1.3026758	
CNFN		1.3018157	
DUSP14		1.3000197	
NLRX1		1.2948167	
SOX2		1.2939177	
OTUB1		1.2934822	
KCNK7		1.2919396	
NUDT4		1.2919014	
SRRT		1.2909628	
GIPC1		1.288638	
CAV2		1.2857897	
POMT2		1.2854643	
CDKN2AIP		1.2851585	
LRAT		1.2832853	
TRAFD1		1.2828571	
DIS3L2		1.282309	
CCDC160		1.282287	
ZC3H4		1.281755	
ANKK1		1.2811015	
WIBG		1.2806337	
MDM2		1.279659	
GLTP		1.2782017	
FRS2		1.2764027	
NGFR		1.2763423	
PORCN		1.2746637	
TMEM110		1.2746003	
FERMT1		1.2719105	
CAPN1		1.2712623	
PFKL		1.2690316	
TIMELESS		1.2682706	
GSDMC		1.2679043	
PPP1CA		1.2678789	
HIST1H2BJ		1.2678444	
FAM111B		1.2678149	
NISCH		1.2667643	
CYTH2		1.2666574	
EME2		1.2665339	
FAM115A		1.2665187	
TRPM4		1.2664764	
CHGA		1.2658155	
ARHGAP1		1.2648325	
ARHGEF28		1.2631397	
ALDH3A1		1.2628763	
RP11-363E7.4		1.2613508	
TPRG1		1.2601103	
ARF5		1.2595015	
CEP170B		1.2542461	
FAM129B		1.2538507	
RPL17-C18orf32		1.251617	
BLOC1S2		1.2509824	
MYL12B		1.2506593	
LRRC8A		1.2503818	
CASZ1		1.250063	
ASPRV1		1.2491981	
DMTN		1.2488844	
RP13-39P12.3		1.248483	
COL7A1		1.2481198	
AC023490.1		1.2480872	
GSN-AS1		1.2459419	
NCKAP5		1.2448364	
SLC22A20		1.244381	
MARK2		1.2441947	
MVK		1.2417412	
PHACTR2		1.2417059	
ISPD		1.2413881	
RBM5		1.2413607	
LDB1		1.2412151	
GDF15		1.2403659	
ZNF561		1.2371098	
NIPAL3		1.2370908	
TMEM191C		1.2363158	
NSD1		1.2362249	
SPINT2		1.2350785	
BEGAIN		1.2345297	
C19orf26		1.2331527	
GPX2		1.2328676	
MGC20647		1.2314501	
EIF4G2		1.2299969	
STX17		1.2298524	
ARL3		1.2298214	
RTF1		1.2288641	
VPS4B		1.2284735	
CASKIN1		1.2280332	
RP11-597D13.9		1.2264922	
SLC25A12		1.2260338	
UNC119		1.2254531	
CACNB3		1.2240288	
SLC9A4		1.2226479	
EPS8L2		1.2220732	
LINC00261		1.2200991	
LCOR		1.21799	
KLF5		1.2174097	
GUCY1A3		1.2170695	
EPGN		1.2163568	
TIAM1		1.215668	
ZNF282		1.2137039	
FBXL19		1.2122331	
NUMA1		1.2111988	
AACS		1.2109945	
ATP6V1G1		1.2107303	
LRRC1		1.2106297	
HERC2		1.2082125	
HEBP2		1.2070856	
C12orf5		1.2056357	
DNMBP		1.2034754	
ARPC5L		1.202997	
PDE4C		1.2026975	
ARHGEF5		1.2017897	
ZNF425		1.2001768	
CCK		1.1994797	
TRPV3		1.1989914	
ACAP3		1.1976914	
RP11-17M16.2		1.1967733	
MSTO1		1.1962159	
MUM1L1		1.1955023	
SOX11		1.1951171	
FAM83F		1.1940224	
MKRN1		1.1931584	
LINC00511		1.1922318	
RP11-277P12.20		1.1921376	
HELLS		1.1906666	
NUAK2		1.1904411	
ANXA8L2		1.1902375	
NFKBIB		1.1898329	
PAK6		1.188892	
RP11-723O4.9		1.1886337	
SLC25A16		1.1872394	
CNIH2		1.1870334	
SMIM5		1.1840087	
RP11-355O1.11		1.1828765	
CAPN14		1.1817602	
RBMS2		1.1797011	
ARHGAP32		1.1757042	
HIP1R		1.1749846	
RP3-523K23.2		1.1749471	
NADSYN1		1.1749038	
IBA57		1.173424	
TNKS1BP1		1.1734124	
ING3		1.172924	
IDS		1.1724626	
PNCK		1.1718943	
C9orf169		1.1714178	
RAB38		1.1709912	
DNASE1L2		1.1703991	
DEGS2		1.1697291	
ARFGAP2		1.1696689	
EPB41L1		1.1690243	
PLA2G4D		1.1679065	
SASH1		1.1674569	
RP4-734G22.3		1.1671163	
ACSL1		1.1669095	
KDM6B		1.1661253	
METTL25		1.1656227	
C10orf95		1.1648574	
SLC44A2		1.1639441	
GPRC5D		1.1638296	
ZDHHC21		1.1636611	
SMEK1		1.1635414	
PTN		1.1622254	
SPACA4		1.1606491	
TMEM234		1.1599605	
TMEM132A		1.1599555	
IP6K2		1.1598674	
HRAS		1.1588358	
PYGB		1.1587914	
SNX7		1.1585674	
KANK1		1.1580327	
TRIM28		1.1576171	
LIN7C		1.1549854	
LANCL2		1.1547533	
PALMD		1.1542312	
TET3		1.1521448	
CARD6		1.1517093	
TMEM57		1.1515925	
BMPR1B		1.1513166	
SMARCA4		1.1509199	
ANO8		1.1507497	
PIGG		1.1504972	
LIG1		1.1500101	
REEP3		1.1497571	
CXCL5		1.1495501	
MAPK8IP1		1.1487451	
EYA2		1.1478473	
PCSK9		1.1473436	
CTD-2619J13.13		1.1473058	
VPS18		1.1466495	
RP11-486B10.4		1.1463554	
HES1		1.145518	
RP3-510D11.2		1.1453878	
IPO4		1.1453228	
ANK3		1.1452343	
HYAL3		1.1449424	
RP11-1007O24.3		1.1438081	
PLXNB1		1.1433167	
UBE3A		1.1432011	
USMG5		1.1429329	
COL4A6		1.1429272	
ADAM32		1.1423233	
CTGLF12P		1.1413959	
KIAA1244		1.1412178	
IFNE		1.1399606	
TMCC1		1.1388121	
HEXIM1		1.1374044	
WDR73		1.1372323	
CES4A		1.136532	
C15orf52		1.1362869	
FAM157C		1.1358333	
SSH3		1.135484	
JMJD7-PLA2G4B		1.1347158	
ZNF608		1.134707	
KCNJ15		1.1342978	
TRIM2		1.1338054	
KIAA1468		1.1326982	
RBBP8NL		1.1326975	
TOM1L2		1.1324311	
IKZF2		1.1324261	
XPNPEP1		1.1316642	
TMEM88		1.1306548	
FST		1.1304827	
ZNF512B		1.1297843	
PER2		1.1294016	
SLC1A1		1.1282237	
NGFRAP1		1.1275799	
RC3H1		1.1262437	
NME5		1.1260082	
SAMD9		1.1256981	
ZNF503		1.1246419	
PLEKHA5		1.1239908	
SBSN		1.1234082	
TSPAN12		1.1233999	
EXOG		1.1232337	
TMOD3		1.1225133	
ST6GALNAC2		1.122336	
DDB2		1.1208467	
FAM212B		1.1198952	
AP1B1		1.1190557	
FAM83H		1.1189237	
NPM2		1.1188889	
CTXN1		1.118803	
ULBP2		1.1186218	
CNGA1		1.1175448	
HOOK2		1.117226	
SDC2		1.1155211	
C7orf73		1.1148039	
HPGD		1.1142763	
PLEKHA7		1.1142591	
CYP2S1		1.1124413	
ABHD11		1.1115401	
SLC6A1		1.1111822	
NBEAL2		1.1105436	
GPR85		1.1102773	
GPD1L		1.1097149	
PI4K2A		1.1086247	
RABGAP1		1.1083329	
BCL2L2		1.1079562	
RP11-566E18.3		1.1078919	
DLG5		1.1075516	
EPHX3		1.1066166	
TSPAN5		1.1059369	
OR2A7		1.1057194	
RP11-424C20.2		1.1056898	
CLOCK		1.1044682	
EMC10		1.1038291	
VPS37C		1.1021649	
TPTEP1		1.1018684	
FUT2		1.1015315	
VANGL2		1.1014069	
POLR2A		1.1013732	
SLAMF9		1.101047	
LINC00884		1.1010317	
LCA5		1.1001526	
OAT		1.0996644	
NDUFB8		1.09874	
RHBDL2		1.097886	
NFKBIZ		1.0973331	
PIK3R2		1.0971881	
ENSA		1.0965902	
PHEX		1.0951742	
WNK2		1.0932094	
RP6-65G23.1		1.0903708	
ERN2		1.0900284	
KCNE3		1.0889895	
S100A2		1.0885477	
ABHD5		1.0874698	
SERTAD1		1.086607	
KIAA1984-AS1		1.0863996	
CEACAM5		1.0863087	
SRSF9		1.0861738	
GPR115		1.0861393	
PAPSS1		1.0858431	
C20orf197		1.0856682	
FBXL18		1.0845286	
TNFRSF19		1.0836672	
CHP1		1.0835904	
SH3D19		1.0821087	
CMYA5		1.0821055	
IGFL2		1.0817876	
GTF3C1		1.0810045	
OXCT1		1.0808021	
LINC00478		1.0806491	
WDR63		1.0797896	
CPEB4		1.0757971	
MAP2		1.0744239	
ZNF793		1.0733395	
ZWINT		1.0723733	
DHFR		1.0716114	
NTRK2		1.0710766	
RP11-317N8.5		1.0708923	
KLF3		1.070473	
LRRC49		1.0704645	
TBC1D9B		1.0697862	
ANKRD18B		1.068916	
SLC2A8		1.068859	
CYP2J2		1.068711	
CTTNBP2NL		1.0686977	
PKP3		1.0684015	
C3orf62		1.0677334	
STK32B		1.0676293	
PLEC		1.0671077	
DERA		1.0664003	
TUBGCP2		1.0663365	
HMGN3		1.0648764	
ASB16		1.0639971	
C21orf59		1.0638778	
FYCO1		1.0638176	
NUDT8		1.0636444	
RP11-443B20.1		1.0621521	
AC009501.4		1.0616138	
AMPD3		1.0613317	
STK11IP		1.060885	
USP47		1.0607097	
SREBF1		1.0605736	
SEC14L2		1.0604132	
CSTA		1.0599539	
APBA1		1.0591917	
MIEN1		1.0586233	
SNRNP25		1.0581433	
SLC48A1		1.0578215	
DENR		1.0560713	
SRP14		1.0557516	
CHRNA10		1.0551133	
METAP1		1.0546975	
PDCD4		1.054062	
SPHK2		1.0535134	
ZBTB11-AS1		1.0531304	
EPM2A		1.0525553	
RP11-1055B8.4		1.0517329	
CNN2		1.0509222	
F2RL1		1.0501908	
ZBED5		1.0499028	
LRIG3		1.0496603	
AC012313.1		1.0496482	
SUSD4		1.0483679	
FAM83E		1.0472904	
DSP		1.0470364	
AC007292.3		1.046642	
LRP10		1.0459899	
SVOPL		1.0456681	
DDR1		1.0454948	
LINC00863		1.0435979	
FAM181A		1.0434923	
ZNF229		1.0412515	
BCLAF1		1.0411102	
OSBPL2		1.0410473	
EXPH5		1.0409713	
NMU		1.0403688	
CTD-3088G3.8		1.0393555	
VILL		1.03933	
FAM214A		1.0391328	
GADD45A		1.0390259	
TOLLIP		1.0386293	
SMARCD1		1.0378755	
TANC1		1.0371962	
SCRIB		1.0364176	
KCNMA1		1.0345331	
GNAI1		1.0344287	
ARID3B		1.0334285	
LRP11		1.0331485	
CACUL1		1.0325023	
HSD17B10		1.0320457	
TULP4		1.031602	
SLC37A1		1.0311886	
BICD2		1.0296654	
RP11-1114A5.4		1.029441	
CLTB		1.0294316	
WNT4		1.0294067	
RP11-473M20.5		1.0291744	
DDX1		1.0291234	
GFOD2		1.0289263	
TP53I3		1.0287876	
RP11-473I1.10		1.0287567	
MIR205HG		1.028348	
GOLGA6L9		1.0273769	
HECTD4		1.0273427	
ARHGEF35		1.0268835	
F3		1.0268637	
KIAA1919		1.0267187	
AGAP3		1.0265375	
ULK4		1.0264102	
KIAA0556		1.0256017	
BCAS1		1.02551	
SFT2D2		1.0245688	
PHF2		1.0242951	
CTNNA1		1.0241188	
GINS2		1.023592	
ANKS6		1.0232376	
SHC4		1.0229872	
TSPYL1		1.0229071	
BAIAP2		1.0225598	
MARK1		1.0220646	
PITRM1-AS1		1.0212934	
KIAA1522		1.0211619	
CEL		1.0191025	
CLN6		1.0190063	
LGALS9B		1.0178647	
BAALC		1.0175258	
RP11-54O7.3		1.0170593	
CTR9		1.016964	
SLC4A3		1.0167754	
PGAP2		1.0157443	
TSPAN15		1.0152397	
FGF17		1.01489	
HCAR2		1.0147312	
DHRS9		1.0146065	
RPS6KA6		1.0138803	
PSMC3		1.013818	
TRAK1		1.0132327	
RP11-973H7.3		1.0123091	
FAM83B		1.0121039	
CYB561		1.011994	
RP11-2C24.4		1.011858	
NDUFA10		1.0117893	
C6orf15		1.0099394	
PLRG1		1.0094231	
MCU		1.0078099	
HIST4H4		1.0077223	
MBD6		1.0076356	
ANXA2		1.0073287	
LRRFIP2		1.0071238	
ZNF324		1.0069848	
FRMD6		1.0067872	
RP11-573D15.9		1.0066531	
PLEKHN1		1.0066211	
C1orf106		1.0063494	
ARF3		1.0061373	
KRT10		1.0059761	
C12orf36		1.0057082	
RP11-480I12.5		1.0054784	
KCNH3		1.0051981	
LINC00930		1.0050986	
SEMA3E		1.0049182	
CCDC6		1.0044513	
NPFFR2		1.0041933	
ANKRD22		1.0041556	
DUOX1		1.0025496	
FAM132A		1.0006958	
CDS1		1.0001593	
FAM213A		0.99984354	
UBN2		0.99976516	
DICER1		0.9981325	
C2orf16		0.99810636	
REEP4		0.99784297	
PIAS3		0.99743825	
ZNF426		0.99570835	
PHKA1		0.99439263	
SCOC		0.9941422	
RPS6KB2		0.99379855	
NDST1		0.99332494	
CLEC16A		0.9933224	
RAVER2		0.99314564	
ARMCX2		0.9930749	
METTL12		0.99267423	
SLC25A10		0.9926624	
SCYL2		0.9924853	
SRCAP		0.9920007	
CAV1		0.9915261	
PEX7		0.99012244	
UBASH3B		0.9901025	
SOWAHB		0.9898108	
PDCD6IP		0.98902595	
SERPINB5		0.98888075	
RHBDD2		0.98887277	
YIPF4		0.988373	
KIAA2018		0.9871896	
PIN1		0.98700774	
CTD-2231H16.1		0.9863365	
CCSER2		0.98629266	
TPMT		0.9859066	
CTDSPL		0.98528004	
MAP3K6		0.98492193	
RP11-458N5.1		0.98473126	
RP11-1407O15.2		0.9847093	
PGAM1		0.9843335	
FAM98B		0.98426515	
XXbac-BPG248L24.12		0.9839765	
SMPD3		0.983867	
SCPEP1		0.9838202	
DSC2		0.98381233	
BEND3		0.9832399	
ZDHHC6		0.9830661	
SARS2		0.9828356	
FBRS		0.98216313	
ASMTL-AS1		0.9819978	
NPAS1		0.9810236	
SLC2A9		0.9805504	
ZFYVE27		0.98014057	
FRMD4B		0.9798237	
RP11-175O19.4		0.9794314	
NDUFC1		0.9787297	
CTNND1		0.9785522	
GALNT18		0.9780658	
GAPVD1		0.97751683	
PPP2R3A		0.97710216	
RAB40B		0.9763737	
COBLL1		0.9761701	
WASL		0.97613066	
GGCT		0.97600144	
SFN		0.97572994	
OR7E14P		0.9757259	
ARHGAP35		0.9755901	
ATP6V0D1		0.97536695	
RP11-84C13.1		0.9749462	
NR2F6		0.97344965	
NUTM2D		0.97340083	
TRIM45		0.97316486	
PRKAR1B		0.97277933	
HPS6		0.97163445	
PSCA		0.97159404	
SETD5-AS1		0.97094387	
UBL5		0.9709086	
CD36		0.97074014	
NUTM2A-AS1		0.9706607	
SHOC2		0.9704261	
CYB561D1		0.96939605	
C15orf62		0.9693767	
ACAA1		0.9687456	
CC2D2A		0.9676153	
CTD-3064H18.1		0.96761066	
WDFY3		0.96743184	
RASAL1		0.96703565	
DAAM1		0.96693456	
RHBDL1		0.96596235	
MYL5		0.96561617	
COX8A		0.9655898	
SOX21		0.96484196	
UNC119B		0.96348435	
DGCR2		0.9633842	
ROGDI		0.9623083	
TMEM64		0.9620241	
FGFR2		0.96086174	
HRNR		0.96001256	
CBLC		0.9590454	
PPP1R14C		0.9583586	
GSTA4		0.9577457	
SPRR2D		0.95711946	
PTEN		0.95617765	
IP6K1		0.95612067	
PCDHGA10		0.9558421	
GLUD1		0.9556155	
PAK4		0.95544845	
VPS9D1-AS1		0.95517683	
UBTD1		0.9544733	
ALDH3B2		0.9544698	
SREK1IP1		0.9542803	
FRAS1		0.9536941	
FAM126B		0.9532596	
TELO2		0.9517749	
STRN3		0.9516633	
CASP2		0.9516413	
SYT5		0.9512716	
PPL		0.9508513	
RNH1		0.95042825	
UBE2N		0.94942266	
DUSP7		0.9490777	
SEPW1		0.9490423	
PLCD3		0.9487394	
C6orf132		0.94871044	
B4GALNT4		0.94800144	
TIAF1		0.9477939	
RP11-800A3.4		0.9475196	
SLC25A3		0.94738156	
UBR1		0.9473001	
GHITM		0.94704664	
AL627309.1		0.9466711	
H3F3B		0.9460759	
RANGAP1		0.94600904	
CTB-89H12.4		0.9458827	
FAM222A		0.9455301	
TP53I11		0.94551826	
NDUFB2		0.9431658	
TBC1D2		0.94302005	
STRN4		0.9427788	
RPUSD1		0.9423908	
ARRDC4		0.9421338	
TRIM29		0.9413701	
RNF11		0.9411512	
NNAT		0.940998	
MORN2		0.9408814	
CLDN1		0.9401334	
MAPK13		0.93999165	
ASCC3		0.939703	
C9orf117		0.9379785	
RAD51-AS1		0.9372564	
KIAA1671		0.93715	
ANXA11		0.9366386	
NACC1		0.9363767	
CFH		0.9360848	
AC018766.5		0.93569964	
APEH		0.93568736	
FAM214B		0.93475145	
ERBB2		0.93403727	
SERF2		0.93337256	
RRM1		0.9329316	
EID1		0.93224996	
UPF1		0.9315043	
CNDP2		0.9314031	
AIM1L		0.9303757	
CSRNP1		0.9302597	
ZNF518A		0.93015414	
OR10H1		0.9296267	
CHD4		0.9287803	
TMPRSS4		0.9274092	
PROM2		0.92737526	
PCGF3		0.92709017	
ATP6V1H		0.9266735	
AASS		0.9258188	
ZMAT3		0.9257348	
PRSS12		0.92563576	
MFSD6		0.92551094	
F11R		0.9251361	
PCSK7		0.92479694	
IL18		0.924777	
KIF9		0.9247142	
PLEKHH3		0.9247008	
LUZP2		0.92462987	
PLCH2		0.9243809	
DLX3		0.923016	
CYB5R2		0.92284566	
GRWD1		0.9215666	
SUOX		0.9212221	
AHDC1		0.9210203	
NAPEPLD		0.92099875	
AADAC		0.92087716	
SECISBP2L		0.9206977	
HDHD3		0.920562	
ICMT		0.9203365	
SCAF1		0.91966176	
UBALD1		0.9196346	
SLC6A11		0.9196282	
AGA		0.91869456	
RP11-304M2.2		0.9185767	
NDRG2		0.91857594	
XRCC3		0.91853213	
GPR137		0.9178947	
ATXN10		0.9171245	
DOCK9		0.9170154	
HNRNPM		0.91632795	
RNF39		0.9161425	
PSMA1		0.91579443	
RBBP8		0.9155937	
ELOVL1		0.9153848	
RAB1B		0.91519326	
KRT17		0.9151329	
C3orf37		0.91501105	
RGMA		0.9148283	
HLA-G		0.9140273	
RBM6		0.9133167	
FAM3C2		0.9132509	
CASKIN2		0.9129085	
CCDC39		0.9129012	
DYNLT3		0.9126345	
ILF3		0.91045654	
DUOXA1		0.9102977	
SPNS2		0.91014445	
TARBP2		0.9088444	
FAXDC2		0.9086546	
MAEA		0.9080514	
THOC3		0.9074325	
SLC22A23		0.90732956	
PDCD11		0.9072761	
FOSB		0.90684444	
CELSR1		0.9066686	
SEMA4A		0.9064259	
PAX9		0.90581906	
KIAA1737		0.9058144	
CMAS		0.90572685	
NFE2L2		0.90541285	
ATXN7L3		0.90432537	
ARHGAP39		0.90419847	
PEX11B		0.9037331	
MDFI		0.90304285	
RNF223		0.90269494	
GALNT1		0.9026176	
CBR4		0.9024765	
TTLL3		0.9024041	
MAGI3		0.9023353	
TSC2		0.9010182	
ENTPD7		0.90101093	
TMEM54		0.90098107	
