NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
MELANOMA%WIKIPATHWAYS_20250210%WP4685%HOMO SAPIENS	MELANOMA%WIKIPATHWAYS_20250210%WP4685%HOMO SAPIENS	Details ...	47	0.6172282	2.1545975	0.0	0.0013348836	0.017	2222	tags=38%, list=13%, signal=44%	
VALIDATED TRANSCRIPTIONAL TARGETS OF TAP63 ISOFORMS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF TAP63 ISOFORMS	VALIDATED TRANSCRIPTIONAL TARGETS OF TAP63 ISOFORMS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF TAP63 ISOFORMS	Details ...	54	0.6018516	2.148787	0.0	0.0013913816	0.019	1642	tags=37%, list=10%, signal=41%	
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	Details ...	41	0.6508528	2.1428576	0.0	0.0017739583	0.026	2272	tags=44%, list=13%, signal=50%	
RND3 GTPASE CYCLE%REACTOME%R-HSA-9696264.2	RND3 GTPASE CYCLE%REACTOME%R-HSA-9696264.2	Details ...	40	0.6354777	2.1099358	0.0	0.0024224073	0.037	2319	tags=43%, list=13%, signal=49%	
RETINOBLASTOMA GENE IN CANCER%WIKIPATHWAYS_20250210%WP2446%HOMO SAPIENS	RETINOBLASTOMA GENE IN CANCER%WIKIPATHWAYS_20250210%WP2446%HOMO SAPIENS	Details ...	61	0.56097347	2.0768232	0.0	0.0044154017	0.071	2028	tags=26%, list=12%, signal=30%	
PID_AJDISS_2PATHWAY%MSIGDB_C2%PID_AJDISS_2PATHWAY	PID_AJDISS_2PATHWAY%MSIGDB_C2%PID_AJDISS_2PATHWAY	Details ...	36	0.6084692	2.050178	0.0	0.0069321566	0.114	2181	tags=36%, list=13%, signal=41%	
RHOBTB2 GTPASE CYCLE%REACTOME%R-HSA-9013418.4	RHOBTB2 GTPASE CYCLE%REACTOME%R-HSA-9013418.4		23	0.6886433	2.0449135	0.0	0.007660348	0.132	2744	tags=43%, list=16%, signal=52%	
ANDROGEN RECEPTOR SIGNALING%WIKIPATHWAYS_20250210%WP138%HOMO SAPIENS	ANDROGEN RECEPTOR SIGNALING%WIKIPATHWAYS_20250210%WP138%HOMO SAPIENS		55	0.5749616	2.0401754	0.0	0.008073775	0.145	4466	tags=47%, list=26%, signal=64%	
BIOCARTA_VDR_PATHWAY%MSIGDB_C2%BIOCARTA_VDR_PATHWAY	BIOCARTA_VDR_PATHWAY%MSIGDB_C2%BIOCARTA_VDR_PATHWAY		21	0.69435734	2.0322611	0.0	0.008934993	0.165	4528	tags=76%, list=26%, signal=103%	
RMTS METHYLATE HISTONE ARGININES%REACTOME%R-HSA-3214858.4	RMTS METHYLATE HISTONE ARGININES%REACTOME%R-HSA-3214858.4		29	0.6409904	2.0205507	0.0	0.010884919	0.203	3386	tags=52%, list=20%, signal=64%	
REGULATION OF G0 TO G1 TRANSITION%GOBP%GO:0070316	REGULATION OF G0 TO G1 TRANSITION%GOBP%GO:0070316		32	0.62797135	2.0090628	0.0	0.012948502	0.249	2905	tags=50%, list=17%, signal=60%	
RND1 GTPASE CYCLE%REACTOME DATABASE ID RELEASE 91%9696273	RND1 GTPASE CYCLE%REACTOME DATABASE ID RELEASE 91%9696273		41	0.5915959	1.9564577	0.0	0.029537635	0.485	2325	tags=41%, list=14%, signal=48%	
NEGATIVE REGULATION OF MRNA METABOLIC PROCESS%GOBP%GO:1903312	NEGATIVE REGULATION OF MRNA METABOLIC PROCESS%GOBP%GO:1903312		62	0.521738	1.9398811	0.0	0.035916585	0.574	4749	tags=53%, list=28%, signal=73%	
POSITIVE REGULATION OF EPIDERMIS DEVELOPMENT%GOBP%GO:0045684	POSITIVE REGULATION OF EPIDERMIS DEVELOPMENT%GOBP%GO:0045684		18	0.7054615	1.9374988	0.0	0.035752136	0.585	1629	tags=50%, list=9%, signal=55%	
DEGRADATION OF BETA-CATENIN BY THE DESTRUCTION COMPLEX%REACTOME DATABASE ID RELEASE 91%195253	DEGRADATION OF BETA-CATENIN BY THE DESTRUCTION COMPLEX%REACTOME DATABASE ID RELEASE 91%195253		68	0.5201777	1.9328241	0.0	0.03671102	0.608	5723	tags=62%, list=33%, signal=92%	
REGULATION OF EXOSOMAL SECRETION%GOBP%GO:1903541	REGULATION OF EXOSOMAL SECRETION%GOBP%GO:1903541		16	0.71034235	1.9290327	0.0	0.03734677	0.628	1414	tags=38%, list=8%, signal=41%	
BIOCARTA_G2_PATHWAY%MSIGDB_C2%BIOCARTA_G2_PATHWAY	BIOCARTA_G2_PATHWAY%MSIGDB_C2%BIOCARTA_G2_PATHWAY		18	0.6959211	1.9174544	0.0	0.042363416	0.685	726	tags=28%, list=4%, signal=29%	
REGULATION OF ENDOGENOUS RETROELEMENTS BY PIWI-INTERACTING RNAS (PIRNAS)%REACTOME%R-HSA-9845323.1	REGULATION OF ENDOGENOUS RETROELEMENTS BY PIWI-INTERACTING RNAS (PIRNAS)%REACTOME%R-HSA-9845323.1		36	0.5883982	1.9105866	0.0	0.045192514	0.717	3639	tags=58%, list=21%, signal=74%	
RND2 GTPASE CYCLE%REACTOME%R-HSA-9696270.2	RND2 GTPASE CYCLE%REACTOME%R-HSA-9696270.2		40	0.5686409	1.9077657	0.0	0.04568002	0.736	876	tags=33%, list=5%, signal=34%	
PEPTIDE CROSS-LINKING%GOBP%GO:0018149	PEPTIDE CROSS-LINKING%GOBP%GO:0018149		18	0.68315345	1.8954234	0.0	0.052217558	0.791	1653	tags=56%, list=10%, signal=61%	
CHROMATIN ORGANIZATION%REACTOME%R-HSA-4839726.4	CHROMATIN ORGANIZATION%REACTOME%R-HSA-4839726.4		186	0.4351584	1.8892305	0.0	0.05474865	0.82	3710	tags=35%, list=22%, signal=45%	
P53 TRANSCRIPTIONAL GENE NETWORK%WIKIPATHWAYS_20250210%WP4963%HOMO SAPIENS	P53 TRANSCRIPTIONAL GENE NETWORK%WIKIPATHWAYS_20250210%WP4963%HOMO SAPIENS		64	0.52104723	1.8887193	0.0	0.053537045	0.822	4162	tags=45%, list=24%, signal=60%	
POSITIVE REGULATION OF EXOSOMAL SECRETION%GOBP%GO:1903543	POSITIVE REGULATION OF EXOSOMAL SECRETION%GOBP%GO:1903543		15	0.71214527	1.8865281	0.0018348624	0.053207576	0.83	1414	tags=40%, list=8%, signal=44%	
LINOLEIC ACID METABOLIC PROCESS%GOBP%GO:0043651	LINOLEIC ACID METABOLIC PROCESS%GOBP%GO:0043651		15	0.71908987	1.8860636	0.0	0.05233577	0.834	1079	tags=40%, list=6%, signal=43%	
CHROMATIN MODIFYING ENZYMES%REACTOME DATABASE ID RELEASE 91%3247509	CHROMATIN MODIFYING ENZYMES%REACTOME DATABASE ID RELEASE 91%3247509		186	0.4351584	1.8796804	0.0	0.055198368	0.851	3710	tags=35%, list=22%, signal=45%	
MATERNAL TO ZYGOTIC TRANSITION (MZT)%REACTOME DATABASE ID RELEASE 91%9816359	MATERNAL TO ZYGOTIC TRANSITION (MZT)%REACTOME DATABASE ID RELEASE 91%9816359		40	0.56498456	1.8790343	0.0	0.05429146	0.854	3568	tags=45%, list=21%, signal=57%	
HEAD AND NECK SQUAMOUS CELL CARCINOMA%WIKIPATHWAYS_20250210%WP4674%HOMO SAPIENS	HEAD AND NECK SQUAMOUS CELL CARCINOMA%WIKIPATHWAYS_20250210%WP4674%HOMO SAPIENS		50	0.53871894	1.8619999	0.0	0.06541361	0.917	2147	tags=32%, list=12%, signal=36%	
MULTIVESICULAR BODY ASSEMBLY%GOBP%GO:0036258	MULTIVESICULAR BODY ASSEMBLY%GOBP%GO:0036258		31	0.59243566	1.8603094	0.001908397	0.065446466	0.921	4824	tags=55%, list=28%, signal=76%	
DIOL BIOSYNTHETIC PROCESS%GOBP%GO:0034312	DIOL BIOSYNTHETIC PROCESS%GOBP%GO:0034312		17	0.6817043	1.8545291	0.001953125	0.06898481	0.935	3008	tags=53%, list=17%, signal=64%	
NEUROTROPHIN SIGNALING PATHWAY%GOBP%GO:0038179	NEUROTROPHIN SIGNALING PATHWAY%GOBP%GO:0038179		16	0.6849839	1.8500001	0.003937008	0.07172652	0.941	3450	tags=63%, list=20%, signal=78%	
POSITIVE REGULATION OF DNA REPLICATION%GOBP%GO:0045740	POSITIVE REGULATION OF DNA REPLICATION%GOBP%GO:0045740		32	0.58542323	1.8486118	0.0	0.071521096	0.944	4181	tags=53%, list=24%, signal=70%	
PROTEIN LOCALIZATION TO CELL-CELL JUNCTION%GOBP%GO:0150105	PROTEIN LOCALIZATION TO CELL-CELL JUNCTION%GOBP%GO:0150105		16	0.6896213	1.8467175	0.0018656716	0.07188366	0.951	3483	tags=63%, list=20%, signal=78%	
SPHINGOLIPID CATABOLIC PROCESS%GOBP%GO:0030149	SPHINGOLIPID CATABOLIC PROCESS%GOBP%GO:0030149		29	0.5953562	1.8429589	0.0	0.073987015	0.957	919	tags=24%, list=5%, signal=25%	
POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY	POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY		45	0.5359855	1.8365057	0.0	0.07856119	0.969	2181	tags=33%, list=13%, signal=38%	
DIOL METABOLIC PROCESS%GOBP%GO:0034311	DIOL METABOLIC PROCESS%GOBP%GO:0034311		23	0.62289673	1.8361357	0.0	0.07725441	0.969	3008	tags=48%, list=17%, signal=58%	
POSITIVE REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010971	POSITIVE REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010971		20	0.6384612	1.8249886	0.0	0.086239	0.981	2507	tags=40%, list=15%, signal=47%	
POSITIVE REGULATION OF EXOCYTOSIS%GOBP%GO:0045921	POSITIVE REGULATION OF EXOCYTOSIS%GOBP%GO:0045921		64	0.49233153	1.8180925	0.0	0.09232013	0.985	2010	tags=28%, list=12%, signal=32%	
PID_DELTA_NP63_PATHWAY%MSIGDB_C2%PID_DELTA_NP63_PATHWAY	PID_DELTA_NP63_PATHWAY%MSIGDB_C2%PID_DELTA_NP63_PATHWAY		38	0.54660463	1.811377	0.0	0.09845076	0.987	1503	tags=32%, list=9%, signal=35%	
PROTEIN TRANSPORT TO VACUOLE INVOLVED IN UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS VIA THE MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0043328	PROTEIN TRANSPORT TO VACUOLE INVOLVED IN UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS VIA THE MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0043328		15	0.67950666	1.811288	0.0058027077	0.09669873	0.987	2262	tags=33%, list=13%, signal=38%	
EXIT FROM HOST CELL%GOBP%GO:0035891	EXIT FROM HOST CELL%GOBP%GO:0035891		27	0.58569336	1.8094704	0.0018050541	0.09701856	0.989	4746	tags=59%, list=28%, signal=82%	
P73 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P73 TRANSCRIPTION FACTOR NETWORK	P73 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P73 TRANSCRIPTION FACTOR NETWORK		75	0.473989	1.8089501	0.0	0.09592544	0.99	1642	tags=21%, list=10%, signal=23%	
RHOV GTPASE CYCLE%REACTOME DATABASE ID RELEASE 91%9013424	RHOV GTPASE CYCLE%REACTOME DATABASE ID RELEASE 91%9013424		37	0.545721	1.807305	0.0	0.096600026	0.992	2930	tags=35%, list=17%, signal=42%	
KLEEFSTRA SYNDROME%WIKIPATHWAYS_20250210%WP5351%HOMO SAPIENS	KLEEFSTRA SYNDROME%WIKIPATHWAYS_20250210%WP5351%HOMO SAPIENS		20	0.63153166	1.8071139	0.0054644807	0.09518039	0.992	2344	tags=45%, list=14%, signal=52%	
VIRAL RELEASE FROM HOST CELL%GOBP%GO:0019076	VIRAL RELEASE FROM HOST CELL%GOBP%GO:0019076		27	0.58569336	1.8068678	0.0019267823	0.093770586	0.992	4746	tags=59%, list=28%, signal=82%	
NUCLEOSOME DISASSEMBLY%GOBP%GO:0006337	NUCLEOSOME DISASSEMBLY%GOBP%GO:0006337		18	0.65151757	1.8068647	0.0038986355	0.09218125	0.992	3381	tags=50%, list=20%, signal=62%	
ENDOSOME ORGANIZATION%GOBP%GO:0007032	ENDOSOME ORGANIZATION%GOBP%GO:0007032		77	0.4800654	1.8060445	0.0	0.091480955	0.993	3947	tags=47%, list=23%, signal=60%	
PID_P73PATHWAY%MSIGDB_C2%PID_P73PATHWAY	PID_P73PATHWAY%MSIGDB_C2%PID_P73PATHWAY		62	0.49515837	1.8057774	0.0	0.0901261	0.993	1642	tags=24%, list=10%, signal=27%	
CELL-CELL ADHESION MEDIATED BY CADHERIN%GOBP%GO:0044331	CELL-CELL ADHESION MEDIATED BY CADHERIN%GOBP%GO:0044331		18	0.6422234	1.8041415	0.0	0.09046865	0.993	866	tags=28%, list=5%, signal=29%	
HSF1-DEPENDENT TRANSACTIVATION%REACTOME%R-HSA-3371571.3	HSF1-DEPENDENT TRANSACTIVATION%REACTOME%R-HSA-3371571.3		23	0.6107209	1.7994193	0.0038986355	0.09429587	0.994	4093	tags=57%, list=24%, signal=74%	
REGULATION OF MACROAUTOPHAGY%GOBP%GO:0016241	REGULATION OF MACROAUTOPHAGY%GOBP%GO:0016241		164	0.42450145	1.799365	0.0	0.092875294	0.994	4238	tags=37%, list=25%, signal=48%	
TORC1 SIGNALING%GOBP%GO:0038202	TORC1 SIGNALING%GOBP%GO:0038202		18	0.6448192	1.7963065	0.0	0.09465634	0.994	4446	tags=61%, list=26%, signal=82%	
INOSITOL PHOSPHATE METABOLIC PROCESS%GOBP%GO:0043647	INOSITOL PHOSPHATE METABOLIC PROCESS%GOBP%GO:0043647		20	0.6260411	1.7954888	0.004	0.0941339	0.994	913	tags=25%, list=5%, signal=26%	
LATE ENDOSOME TO VACUOLE TRANSPORT%GOBP%GO:0045324	LATE ENDOSOME TO VACUOLE TRANSPORT%GOBP%GO:0045324		35	0.5570786	1.7910305	0.0018382353	0.097778566	0.995	4824	tags=49%, list=28%, signal=67%	
DNA STRAND ELONGATION INVOLVED IN DNA REPLICATION%GOBP%GO:0006271	DNA STRAND ELONGATION INVOLVED IN DNA REPLICATION%GOBP%GO:0006271		15	0.6718864	1.7901294	0.0019047619	0.09736031	0.995	1778	tags=40%, list=10%, signal=45%	
POSITIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902751	POSITIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902751		23	0.6174295	1.7897674	0.0054744524	0.096419215	0.995	2507	tags=35%, list=15%, signal=41%	
POSITIVE REGULATION OF EPIDERMAL CELL DIFFERENTIATION%GOBP%GO:0045606	POSITIVE REGULATION OF EPIDERMAL CELL DIFFERENTIATION%GOBP%GO:0045606		16	0.6638562	1.7881001	0.0019880715	0.096923	0.995	1629	tags=44%, list=9%, signal=48%	
TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES%REACTOME%R-HSA-6791312.5	TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES%REACTOME%R-HSA-6791312.5		47	0.515955	1.7880074	0.001858736	0.095697924	0.995	4624	tags=51%, list=27%, signal=70%	
4 HYDROXYTAMOXIFEN DEXAMETHASONE AND RETINOIC ACIDS REGULATION OF P27 EXPRESSION%WIKIPATHWAYS_20250210%WP3879%HOMO SAPIENS	4 HYDROXYTAMOXIFEN DEXAMETHASONE AND RETINOIC ACIDS REGULATION OF P27 EXPRESSION%WIKIPATHWAYS_20250210%WP3879%HOMO SAPIENS		19	0.62798786	1.7878417	0.0057361377	0.09452261	0.995	2564	tags=42%, list=15%, signal=49%	
NEGATIVE REGULATION OF HIPPO SIGNALING%GOBP%GO:0035331	NEGATIVE REGULATION OF HIPPO SIGNALING%GOBP%GO:0035331		24	0.5925907	1.7865053	0.0018975332	0.09491098	0.997	2584	tags=46%, list=15%, signal=54%	
SIGNALING BY ERBB2 TMD JMD MUTANTS%REACTOME%R-HSA-9665686.3	SIGNALING BY ERBB2 TMD JMD MUTANTS%REACTOME%R-HSA-9665686.3		16	0.6585717	1.7822955	0.0058027077	0.09850259	0.999	2838	tags=38%, list=17%, signal=45%	
UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS VIA THE MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0043162	UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS VIA THE MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0043162		35	0.54706323	1.7821449	0.0038314175	0.09739664	0.999	4824	tags=54%, list=28%, signal=75%	
TUMOR SUPPRESSOR ACTIVITY OF SMARCB1%WIKIPATHWAYS_20250210%WP4204%HOMO SAPIENS	TUMOR SUPPRESSOR ACTIVITY OF SMARCB1%WIKIPATHWAYS_20250210%WP4204%HOMO SAPIENS		26	0.5896154	1.7812506	0.0019305019	0.096981734	0.999	3381	tags=42%, list=20%, signal=53%	
HDACS DEACETYLATE HISTONES%REACTOME%R-HSA-3214815.5	HDACS DEACETYLATE HISTONES%REACTOME%R-HSA-3214815.5		32	0.5667677	1.7810315	0.0018726592	0.0959835	0.999	3639	tags=47%, list=21%, signal=59%	
VALIDATED TRANSCRIPTIONAL TARGETS OF DELTANP63 ISOFORMS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF DELTANP63 ISOFORMS	VALIDATED TRANSCRIPTIONAL TARGETS OF DELTANP63 ISOFORMS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF DELTANP63 ISOFORMS		44	0.5210147	1.7783267	0.0019011407	0.09779882	0.999	3918	tags=50%, list=23%, signal=65%	
CELL CYCLE DNA REPLICATION%GOBP%GO:0044786	CELL CYCLE DNA REPLICATION%GOBP%GO:0044786		23	0.599288	1.7758039	0.0059405942	0.09917916	0.999	3562	tags=43%, list=21%, signal=55%	
CONSTITUTIVE SIGNALING BY AKT1 E17K IN CANCER%REACTOME%R-HSA-5674400.3	CONSTITUTIVE SIGNALING BY AKT1 E17K IN CANCER%REACTOME%R-HSA-5674400.3		25	0.58080775	1.7751893	0.0056603774	0.09848341	0.999	4325	tags=64%, list=25%, signal=85%	
ARYL HYDROCARBON RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2873%HOMO SAPIENS	ARYL HYDROCARBON RECEPTOR PATHWAY%WIKIPATHWAYS_20250210%WP2873%HOMO SAPIENS		26	0.5879067	1.7730361	0.0038986355	0.0996237	0.999	4155	tags=58%, list=24%, signal=76%	
E-CADHERIN SIGNALING IN KERATINOCYTES%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E-CADHERIN SIGNALING IN KERATINOCYTES	E-CADHERIN SIGNALING IN KERATINOCYTES%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E-CADHERIN SIGNALING IN KERATINOCYTES		20	0.63376796	1.7721744	0.0018416207	0.09951225	0.999	2104	tags=35%, list=12%, signal=40%	
SPHINGOID METABOLIC PROCESS%GOBP%GO:0046519	SPHINGOID METABOLIC PROCESS%GOBP%GO:0046519		18	0.64430624	1.7718035	0.0057803467	0.09876923	0.999	3008	tags=44%, list=17%, signal=54%	
DNA STRAND ELONGATION%GOBP%GO:0022616	DNA STRAND ELONGATION%GOBP%GO:0022616		18	0.63498235	1.7689577	0.005586592	0.100677095	0.999	1778	tags=33%, list=10%, signal=37%	
REGULATION OF EPIDERMIS DEVELOPMENT%GOBP%GO:0045682	REGULATION OF EPIDERMIS DEVELOPMENT%GOBP%GO:0045682		33	0.54997164	1.7684882	0.0037105752	0.10016335	0.999	2401	tags=42%, list=14%, signal=49%	
VESICLE-MEDIATED TRANSPORT BETWEEN ENDOSOMAL COMPARTMENTS%GOBP%GO:0098927	VESICLE-MEDIATED TRANSPORT BETWEEN ENDOSOMAL COMPARTMENTS%GOBP%GO:0098927		27	0.5809161	1.7682354	0.0	0.09927227	0.999	2810	tags=48%, list=16%, signal=57%	
HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1		145	0.41646957	1.7670931	0.0	0.099390306	0.999	6342	tags=53%, list=37%, signal=83%	
MEMBRANE FISSION%GOBP%GO:0090148	MEMBRANE FISSION%GOBP%GO:0090148		43	0.524124	1.7668508	0.0	0.09855165	0.999	4824	tags=49%, list=28%, signal=68%	
BLADDER CANCER%WIKIPATHWAYS_20250210%WP2828%HOMO SAPIENS	BLADDER CANCER%WIKIPATHWAYS_20250210%WP2828%HOMO SAPIENS		30	0.54996115	1.7602803	0.0075901328	0.10463287	0.999	2357	tags=33%, list=14%, signal=39%	
NUCLEAR DNA REPLICATION%GOBP%GO:0033260	NUCLEAR DNA REPLICATION%GOBP%GO:0033260		23	0.599288	1.7595037	0.004032258	0.104326665	0.999	3562	tags=43%, list=21%, signal=55%	
VIRAL BUDDING%GOBP%GO:0046755	VIRAL BUDDING%GOBP%GO:0046755		24	0.5832033	1.7588179	0.0	0.10390359	0.999	4746	tags=58%, list=28%, signal=80%	
POSITIVE REGULATION OF WOUND HEALING%GOBP%GO:0090303	POSITIVE REGULATION OF WOUND HEALING%GOBP%GO:0090303		43	0.51628804	1.7574338	0.0	0.104183994	0.999	1203	tags=26%, list=7%, signal=27%	
NEGATIVE REGULATION OF MRNA PROCESSING%GOBP%GO:0050686	NEGATIVE REGULATION OF MRNA PROCESSING%GOBP%GO:0050686		16	0.6619879	1.756775	0.0019047619	0.10384314	0.999	3207	tags=56%, list=19%, signal=69%	
PANCREATIC ADENOCARCINOMA PATHWAY%WIKIPATHWAYS_20250210%WP4263%HOMO SAPIENS	PANCREATIC ADENOCARCINOMA PATHWAY%WIKIPATHWAYS_20250210%WP4263%HOMO SAPIENS		61	0.48562145	1.7561506	0.0018726592	0.10351108	0.999	3016	tags=34%, list=18%, signal=42%	
SIGNALING BY WNT IN CANCER%REACTOME DATABASE ID RELEASE 91%4791275	SIGNALING BY WNT IN CANCER%REACTOME DATABASE ID RELEASE 91%4791275		32	0.5505471	1.7533205	0.0018248175	0.10571884	0.999	4298	tags=56%, list=25%, signal=75%	
ENDOCYTIC RECYCLING%GOBP%GO:0032456	ENDOCYTIC RECYCLING%GOBP%GO:0032456		62	0.47988427	1.7521133	0.0017574693	0.10560471	0.999	4712	tags=48%, list=27%, signal=66%	
MULTIVESICULAR BODY ORGANIZATION%GOBP%GO:0036257	MULTIVESICULAR BODY ORGANIZATION%GOBP%GO:0036257		32	0.54655284	1.7490597	0.005524862	0.10805726	0.999	4824	tags=53%, list=28%, signal=74%	
NEGATIVE REGULATION OF RNA CATABOLIC PROCESS%GOBP%GO:1902369	NEGATIVE REGULATION OF RNA CATABOLIC PROCESS%GOBP%GO:1902369		56	0.48724884	1.7477441	0.0017793594	0.108444095	0.999	4749	tags=48%, list=28%, signal=66%	
