NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002250	ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002250	Details ...	136	-0.586074	-2.49409	0.0	0.0	0.0	2750	tags=50%, list=16%, signal=59%	
BINDING AND UPTAKE OF LIGANDS BY SCAVENGER RECEPTORS%REACTOME%R-HSA-2173782.3	BINDING AND UPTAKE OF LIGANDS BY SCAVENGER RECEPTORS%REACTOME%R-HSA-2173782.3	Details ...	72	-0.64439815	-2.4721482	0.0	0.0	0.0	4500	tags=78%, list=26%, signal=105%	
POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070665	POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070665	Details ...	100	-0.606796	-2.460787	0.0	0.0	0.0	3396	tags=54%, list=20%, signal=67%	
IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE%GOBP%GO:0016064	IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE%GOBP%GO:0016064	Details ...	58	-0.6554362	-2.446151	0.0	0.0	0.0	4743	tags=74%, list=28%, signal=102%	
POSITIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032946	POSITIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032946	Details ...	89	-0.6159828	-2.4325092	0.0	0.0	0.0	2750	tags=49%, list=16%, signal=59%	
SCAVENGING OF HEME FROM PLASMA%REACTOME%R-HSA-2168880.3	SCAVENGING OF HEME FROM PLASMA%REACTOME%R-HSA-2168880.3	Details ...	47	-0.6824398	-2.4234514	0.0	0.0	0.0	4735	tags=94%, list=28%, signal=129%	
POSITIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050671	POSITIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050671	Details ...	88	-0.6081012	-2.4141212	0.0	0.0	0.0	2750	tags=49%, list=16%, signal=58%	
REGULATION OF B CELL ACTIVATION%GOBP%GO:0050864	REGULATION OF B CELL ACTIVATION%GOBP%GO:0050864	Details ...	74	-0.6176565	-2.377395	0.0	0.0	0.0	2711	tags=51%, list=16%, signal=61%	
ANTIGEN ACTIVATES B CELL RECEPTOR (BCR) LEADING TO GENERATION OF SECOND MESSENGERS%REACTOME DATABASE ID RELEASE 91%983695	ANTIGEN ACTIVATES B CELL RECEPTOR (BCR) LEADING TO GENERATION OF SECOND MESSENGERS%REACTOME DATABASE ID RELEASE 91%983695	Details ...	67	-0.6300439	-2.372835	0.0	0.0	0.0	3707	tags=73%, list=22%, signal=93%	
ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002460	ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002460	Details ...	100	-0.57855123	-2.3587518	0.0	0.0	0.0	4743	tags=68%, list=28%, signal=93%	
B CELL MEDIATED IMMUNITY%GOBP%GO:0019724	B CELL MEDIATED IMMUNITY%GOBP%GO:0019724		61	-0.6315173	-2.351844	0.0	0.0	0.0	4743	tags=74%, list=28%, signal=102%	
ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050851	ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050851		118	-0.55626875	-2.3424656	0.0	0.0	0.0	2205	tags=41%, list=13%, signal=46%	
HALLMARK_INTERFERON_GAMMA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_GAMMA_RESPONSE		161	-0.5358802	-2.3420882	0.0	0.0	0.0	3730	tags=50%, list=22%, signal=64%	
T CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050852	T CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050852		85	-0.58137554	-2.3272548	0.0	0.0	0.0	2069	tags=40%, list=12%, signal=45%	
ROLE OF LAT2 NTAL LAB ON CALCIUM MOBILIZATION%REACTOME%R-HSA-2730905.4	ROLE OF LAT2 NTAL LAB ON CALCIUM MOBILIZATION%REACTOME%R-HSA-2730905.4		49	-0.6558266	-2.3195136	0.0	3.4428303E-5	0.001	3707	tags=76%, list=22%, signal=96%	
CHEMOKINE RECEPTORS BIND CHEMOKINES%REACTOME DATABASE ID RELEASE 91%380108	CHEMOKINE RECEPTORS BIND CHEMOKINES%REACTOME DATABASE ID RELEASE 91%380108		39	-0.6744602	-2.3177555	0.0	3.310414E-5	0.001	1450	tags=49%, list=8%, signal=53%	
FCERI MEDIATED CA+2 MOBILIZATION%REACTOME%R-HSA-2871809.3	FCERI MEDIATED CA+2 MOBILIZATION%REACTOME%R-HSA-2871809.3		63	-0.62208307	-2.3174984	0.0	3.1878062E-5	0.001	2853	tags=62%, list=17%, signal=74%	
ROLE OF PHOSPHOLIPIDS IN PHAGOCYTOSIS%REACTOME%R-HSA-2029485.3	ROLE OF PHOSPHOLIPIDS IN PHAGOCYTOSIS%REACTOME%R-HSA-2029485.3		64	-0.60846096	-2.291417	0.0	3.0739557E-5	0.001	4500	tags=78%, list=26%, signal=105%	
POSITIVE REGULATION OF MONONUCLEAR CELL MIGRATION%GOBP%GO:0071677	POSITIVE REGULATION OF MONONUCLEAR CELL MIGRATION%GOBP%GO:0071677		70	-0.5971625	-2.2775486	0.0	5.9694506E-5	0.002	2400	tags=36%, list=14%, signal=41%	
REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002706	REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002706		119	-0.5418664	-2.2701044	0.0	8.6906104E-5	0.003	2750	tags=42%, list=16%, signal=50%	
POSITIVE REGULATION OF LYMPHOCYTE MIGRATION%GOBP%GO:2000403	POSITIVE REGULATION OF LYMPHOCYTE MIGRATION%GOBP%GO:2000403		34	-0.688256	-2.265005	0.0	1.1143983E-4	0.004	1823	tags=38%, list=11%, signal=43%	
NEGATIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002698	NEGATIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002698		77	-0.57696027	-2.2584708	0.0	1.3516862E-4	0.005	3157	tags=52%, list=18%, signal=63%	
IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS	IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS		56	-0.6151197	-2.2568061	0.0	1.3107261E-4	0.005	2759	tags=52%, list=16%, signal=61%	
REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032944	REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032944		145	-0.52020544	-2.2531142	0.0	1.5284745E-4	0.006	2903	tags=48%, list=17%, signal=57%	
FCGR3A-MEDIATED IL10 SYNTHESIS%REACTOME DATABASE ID RELEASE 91%9664323	FCGR3A-MEDIATED IL10 SYNTHESIS%REACTOME DATABASE ID RELEASE 91%9664323		74	-0.57624835	-2.2516837	0.0	1.4848038E-4	0.006	4500	tags=78%, list=26%, signal=106%	
REGULATION OF B CELL PROLIFERATION%GOBP%GO:0030888	REGULATION OF B CELL PROLIFERATION%GOBP%GO:0030888		37	-0.6652089	-2.245363	0.0	1.4435593E-4	0.006	3225	tags=65%, list=19%, signal=80%	
NEGATIVE REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002704	NEGATIVE REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002704		46	-0.6330388	-2.2389255	0.0	1.6419424E-4	0.007	3157	tags=61%, list=18%, signal=74%	
T CELL ACTIVATION%GOBP%GO:0042110	T CELL ACTIVATION%GOBP%GO:0042110		168	-0.5102713	-2.2388391	0.0	1.5987334E-4	0.007	2818	tags=42%, list=16%, signal=49%	
IMMUNE RESPONSE-ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002429	IMMUNE RESPONSE-ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002429		187	-0.5068897	-2.2350478	0.0	1.7798407E-4	0.008	2627	tags=38%, list=15%, signal=44%	
REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070663	REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070663		163	-0.51133275	-2.2271605	0.0	1.7353447E-4	0.008	2903	tags=47%, list=17%, signal=56%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION%MSIGDBHALLMARK%HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION%MSIGDBHALLMARK%HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION		146	-0.51401347	-2.220309	0.0	1.6930193E-4	0.008	3396	tags=45%, list=20%, signal=56%	
HALLMARK_INTERFERON_ALPHA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_ALPHA_RESPONSE		80	-0.56957203	-2.2196374	0.0	1.857869E-4	0.009	4583	tags=64%, list=27%, signal=87%	
IL2 SIGNALING EVENTS MEDIATED BY STAT5%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY STAT5	IL2 SIGNALING EVENTS MEDIATED BY STAT5%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY STAT5		28	-0.6960484	-2.211113	0.0	1.8146625E-4	0.009	2201	tags=46%, list=13%, signal=53%	
ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046631	ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046631		57	-0.6010327	-2.2071536	0.0	1.7734202E-4	0.009	2818	tags=47%, list=16%, signal=56%	
NEGATIVE REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002707	NEGATIVE REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002707		40	-0.63714963	-2.2051766	0.0	1.7340109E-4	0.009	2750	tags=58%, list=16%, signal=68%	
REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050670	REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050670		144	-0.5140157	-2.2003937	0.0	1.696315E-4	0.009	2903	tags=47%, list=17%, signal=56%	
POSITIVE REGULATION OF B CELL PROLIFERATION%GOBP%GO:0030890	POSITIVE REGULATION OF B CELL PROLIFERATION%GOBP%GO:0030890		24	-0.70584023	-2.1976855	0.0	1.6602232E-4	0.009	3020	tags=63%, list=18%, signal=76%	
PID_IL12_2PATHWAY%MSIGDB_C2%PID_IL12_2PATHWAY	PID_IL12_2PATHWAY%MSIGDB_C2%PID_IL12_2PATHWAY		47	-0.6207064	-2.1974087	0.0	1.6256353E-4	0.009	2759	tags=53%, list=16%, signal=63%	
MONONUCLEAR CELL DIFFERENTIATION%GOBP%GO:1903131	MONONUCLEAR CELL DIFFERENTIATION%GOBP%GO:1903131		188	-0.4909167	-2.195049	0.0	1.592459E-4	0.009	2914	tags=37%, list=17%, signal=44%	
REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002819	REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002819		146	-0.5083845	-2.1934376	0.0	1.56061E-4	0.009	2845	tags=39%, list=17%, signal=46%	
NEGATIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002823	NEGATIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002823		39	-0.6465015	-2.1917849	0.0	1.5300098E-4	0.009	2787	tags=64%, list=16%, signal=76%	
HALLMARK_INFLAMMATORY_RESPONSE%MSIGDBHALLMARK%HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE%MSIGDBHALLMARK%HALLMARK_INFLAMMATORY_RESPONSE		164	-0.50367296	-2.1870313	0.0	1.8386818E-4	0.011	2584	tags=39%, list=15%, signal=45%	
CHEMOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070098	CHEMOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070098		38	-0.653748	-2.183964	0.0	1.9657849E-4	0.012	2825	tags=53%, list=16%, signal=63%	
ANTI-INFLAMMATORY RESPONSE FAVOURING LEISHMANIA PARASITE INFECTION%REACTOME%R-HSA-9662851.3	ANTI-INFLAMMATORY RESPONSE FAVOURING LEISHMANIA PARASITE INFECTION%REACTOME%R-HSA-9662851.3		106	-0.53357553	-2.1786065	0.0	2.4117905E-4	0.015	4500	tags=69%, list=26%, signal=93%	
FCERI MEDIATED MAPK ACTIVATION%REACTOME%R-HSA-2871796.4	FCERI MEDIATED MAPK ACTIVATION%REACTOME%R-HSA-2871796.4		63	-0.57779527	-2.1766162	0.0	2.3679396E-4	0.015	4500	tags=71%, list=26%, signal=96%	
TNFS BIND THEIR PHYSIOLOGICAL RECEPTORS%REACTOME%R-HSA-5669034.4	TNFS BIND THEIR PHYSIOLOGICAL RECEPTORS%REACTOME%R-HSA-5669034.4		23	-0.72057986	-2.176506	0.0	2.325655E-4	0.015	1203	tags=43%, list=7%, signal=47%	
REGULATION OF MONONUCLEAR CELL MIGRATION%GOBP%GO:0071675	REGULATION OF MONONUCLEAR CELL MIGRATION%GOBP%GO:0071675		100	-0.532639	-2.1741931	0.0	2.284854E-4	0.015	2673	tags=36%, list=16%, signal=42%	
LEISHMANIA PARASITE GROWTH AND SURVIVAL%REACTOME%R-HSA-9664433.2	LEISHMANIA PARASITE GROWTH AND SURVIVAL%REACTOME%R-HSA-9664433.2		106	-0.53357553	-2.165438	0.0	3.0082604E-4	0.02	4500	tags=69%, list=26%, signal=93%	
POSITIVE REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042102	POSITIVE REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042102		65	-0.57886076	-2.163496	0.0	3.106547E-4	0.021	3820	tags=55%, list=22%, signal=71%	
GENERATION OF SECOND MESSENGER MOLECULES%REACTOME%R-HSA-202433.5	GENERATION OF SECOND MESSENGER MOLECULES%REACTOME%R-HSA-202433.5		31	-0.67860055	-2.1617322	0.0	3.3447618E-4	0.023	1769	tags=42%, list=10%, signal=47%	
T CELL MODULATION IN PANCREATIC CANCER%WIKIPATHWAYS_20250210%WP5078%HOMO SAPIENS	T CELL MODULATION IN PANCREATIC CANCER%WIKIPATHWAYS_20250210%WP5078%HOMO SAPIENS		21	-0.73296297	-2.1560318	0.0	3.4312927E-4	0.024	2271	tags=62%, list=13%, signal=71%	
INTERACTIONS OF NATURAL KILLER CELLS IN PANCREATIC CANCER%WIKIPATHWAYS_20250210%WP5092%HOMO SAPIENS	INTERACTIONS OF NATURAL KILLER CELLS IN PANCREATIC CANCER%WIKIPATHWAYS_20250210%WP5092%HOMO SAPIENS		18	-0.7556933	-2.1495261	0.0	3.796662E-4	0.027	2702	tags=67%, list=16%, signal=79%	
REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002822	REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002822		131	-0.50605154	-2.1458466	0.0	4.148602E-4	0.03	2787	tags=39%, list=16%, signal=46%	
NEGATIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002820	NEGATIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002820		44	-0.61888736	-2.1428661	0.0	4.2193258E-4	0.031	2787	tags=61%, list=16%, signal=73%	
TH17 CELL DIFFERENTIATION PATHWAY%WIKIPATHWAYS_20250210%WP5130%HOMO SAPIENS	TH17 CELL DIFFERENTIATION PATHWAY%WIKIPATHWAYS_20250210%WP5130%HOMO SAPIENS		43	-0.62438935	-2.14196	0.0	4.1544132E-4	0.031	1769	tags=37%, list=10%, signal=41%	
POSITIVE REGULATION OF B CELL ACTIVATION%GOBP%GO:0050871	POSITIVE REGULATION OF B CELL ACTIVATION%GOBP%GO:0050871		44	-0.60137105	-2.118926	0.0	6.1881193E-4	0.047	3020	tags=50%, list=18%, signal=60%	
LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0030098	LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0030098		141	-0.49198756	-2.1185164	0.0	6.095759E-4	0.047	2712	tags=36%, list=16%, signal=43%	
POSITIVE REGULATION OF LYMPHOCYTE CHEMOTAXIS%GOBP%GO:0140131	POSITIVE REGULATION OF LYMPHOCYTE CHEMOTAXIS%GOBP%GO:0140131		16	-0.7704186	-2.1118236	0.0	6.6482346E-4	0.052	1417	tags=50%, list=8%, signal=54%	
REGULATION OF LEUKOCYTE CHEMOTAXIS%GOBP%GO:0002688	REGULATION OF LEUKOCYTE CHEMOTAXIS%GOBP%GO:0002688		88	-0.5255579	-2.1096437	0.0	6.8080437E-4	0.053	2575	tags=40%, list=15%, signal=47%	
REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002685	REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002685		148	-0.4827731	-2.1061099	0.0	7.3285133E-4	0.058	2710	tags=34%, list=16%, signal=40%	
REGULATION OF LYMPHOCYTE CHEMOTAXIS%GOBP%GO:1901623	REGULATION OF LYMPHOCYTE CHEMOTAXIS%GOBP%GO:1901623		19	-0.7414423	-2.1024668	0.0	7.9564005E-4	0.064	1450	tags=47%, list=8%, signal=52%	
INTERLEUKIN-10 SIGNALING%REACTOME%R-HSA-6783783.5	INTERLEUKIN-10 SIGNALING%REACTOME%R-HSA-6783783.5		41	-0.612911	-2.1006398	0.0	8.2107284E-4	0.067	2428	tags=49%, list=14%, signal=57%	
BIOCARTA_CTLA4_PATHWAY%MSIGDB_C2%BIOCARTA_CTLA4_PATHWAY	BIOCARTA_CTLA4_PATHWAY%MSIGDB_C2%BIOCARTA_CTLA4_PATHWAY		16	-0.76930255	-2.0963461	0.0	8.5765216E-4	0.071	1790	tags=56%, list=10%, signal=63%	
MONONUCLEAR CELL MIGRATION%GOBP%GO:0071674	MONONUCLEAR CELL MIGRATION%GOBP%GO:0071674		69	-0.5556627	-2.086699	0.0	0.0010792651	0.09	2016	tags=42%, list=12%, signal=47%	
NEGATIVE REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002695	NEGATIVE REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002695		124	-0.49630067	-2.0863929	0.0	0.0010648748	0.09	2903	tags=44%, list=17%, signal=53%	
REGULATION OF T CELL MEDIATED IMMUNITY%GOBP%GO:0002709	REGULATION OF T CELL MEDIATED IMMUNITY%GOBP%GO:0002709		80	-0.53290725	-2.0826316	0.0	0.001085469	0.093	2750	tags=43%, list=16%, signal=50%	
LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002449	LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002449		104	-0.5073755	-2.080943	0.0	0.001071372	0.093	4743	tags=61%, list=28%, signal=83%	
REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002703	REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002703		152	-0.47680825	-2.0655005	0.0	0.0014242826	0.124	3586	tags=45%, list=21%, signal=57%	
RESPONSE TO CHEMOKINE%GOBP%GO:1990868	RESPONSE TO CHEMOKINE%GOBP%GO:1990868		44	-0.5881718	-2.0651035	0.0	0.0014281055	0.125	2825	tags=48%, list=16%, signal=57%	
REGULATION OF IMMUNOGLOBULIN PRODUCTION%GOBP%GO:0002637	REGULATION OF IMMUNOGLOBULIN PRODUCTION%GOBP%GO:0002637		35	-0.62700135	-2.0557518	0.0	0.00175521	0.155	3836	tags=60%, list=22%, signal=77%	
INTERLEUKIN-2 FAMILY SIGNALING%REACTOME DATABASE ID RELEASE 91%451927	INTERLEUKIN-2 FAMILY SIGNALING%REACTOME DATABASE ID RELEASE 91%451927		36	-0.6116796	-2.0554671	0.0	0.0017335406	0.155	1975	tags=42%, list=11%, signal=47%	
CELLULAR RESPONSE TO CHEMOKINE%GOBP%GO:1990869	CELLULAR RESPONSE TO CHEMOKINE%GOBP%GO:1990869		44	-0.5881718	-2.0551114	0.0	0.0017230229	0.156	2825	tags=48%, list=16%, signal=57%	
REGULATION OF LYMPHOCYTE MIGRATION%GOBP%GO:2000401	REGULATION OF LYMPHOCYTE MIGRATION%GOBP%GO:2000401		50	-0.57136345	-2.052945	0.0	0.0017851597	0.164	1823	tags=34%, list=11%, signal=38%	
POSITIVE REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002687	POSITIVE REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002687		103	-0.49924865	-2.0463886	0.0	0.0019395936	0.178	2428	tags=33%, list=14%, signal=38%	
LYMPHOCYTE MIGRATION%GOBP%GO:0072676	LYMPHOCYTE MIGRATION%GOBP%GO:0072676		39	-0.6086191	-2.0459957	0.0	0.0019371227	0.179	1734	tags=51%, list=10%, signal=57%	
NEGATIVE REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051250	NEGATIVE REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051250		103	-0.49819264	-2.0459337	0.0	0.0019145979	0.179	2903	tags=47%, list=17%, signal=56%	
HALLMARK_IL6_JAK_STAT3_SIGNALING%MSIGDBHALLMARK%HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING%MSIGDBHALLMARK%HALLMARK_IL6_JAK_STAT3_SIGNALING		73	-0.5315106	-2.0384364	0.0	0.0021227978	0.194	2858	tags=40%, list=17%, signal=47%	
DEFECTIVE B3GALTL CAUSES PPS%REACTOME DATABASE ID RELEASE 91%5083635	DEFECTIVE B3GALTL CAUSES PPS%REACTOME DATABASE ID RELEASE 91%5083635		31	-0.6194886	-2.0296288	0.0	0.0024844953	0.228	2695	tags=52%, list=16%, signal=61%	
IL4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL4-MEDIATED SIGNALING EVENTS	IL4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL4-MEDIATED SIGNALING EVENTS		54	-0.54872596	-2.027154	0.0	0.0025443463	0.233	1747	tags=30%, list=10%, signal=33%	
CELLULAR DEFENSE RESPONSE%GOBP%GO:0006968	CELLULAR DEFENSE RESPONSE%GOBP%GO:0006968		32	-0.62083864	-2.0238492	0.0	0.0027079554	0.251	2592	tags=47%, list=15%, signal=55%	
REGULATION OF CHEMOTAXIS%GOBP%GO:0050920	REGULATION OF CHEMOTAXIS%GOBP%GO:0050920		134	-0.47173607	-2.023383	0.0	0.0026974515	0.252	2613	tags=34%, list=15%, signal=40%	
ALLOGRAFT REJECTION%WIKIPATHWAYS_20250210%WP2328%HOMO SAPIENS	ALLOGRAFT REJECTION%WIKIPATHWAYS_20250210%WP2328%HOMO SAPIENS		51	-0.5623021	-2.021725	0.0	0.0027531707	0.257	3945	tags=59%, list=23%, signal=76%	
LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002443	LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002443		125	-0.47905776	-2.0215383	0.0	0.0027513488	0.259	4569	tags=56%, list=27%, signal=76%	
